customer_id,age,country,signup_date,churned
69,32,India,2025-02-01,0
70,58,India,2021-02-13,0
71,20,UK,2022-03-29,0
72,33,UK,2024-11-16,0
73,31,Canada,2022-09-10,0
74,54,Canada,2021-02-07,0
75,48,Germany,2024-06-10,0
76,24,France,2020-07-28,0
77,45,Germany,2020-05-08,0
78,64,India,2020-11-07,0
79,59,India,2023-10-22,0
80,64,UK,2025-04-01,1
81,24,USA,2021-12-09,0
82,52,Germany,2021-11-17,0
83,29,UK,2023-08-20,0
84,22,Germany,2024-11-04,1
85,53,India,2021-04-25,0
86,52,India,2022-12-17,1
87,33,USA,2020-04-26,0
88,48,USA,2021-04-08,1
89,21,USA,2022-03-15,0
90,42,UK,2023-09-17,1
91,47,UK,2023-09-24,0
92,64,Canada,2022-09-14,0
93,49,USA,2024-08-05,0
94,31,India,2021-01-10,0
95,52,India,2024-08-04,1
96,21,India,2024-12-09,0
97,50,Canada,2023-04-01,0
98,50,India,2024-05-24,1
99,22,Canada,2020-11-16,0
100,33,Germany,2022-05-10,0
101,54,USA,2023-06-26,0
102,20,Canada,2020-05-08,0
103,60,Canada,2021-03-26,0
104,38,UK,2020-11-15,0
105,63,UK,2022-04-05,0
106,43,USA,2024-10-25,0
107,37,Germany,2022-04-20,0
108,22,India,2021-05-20,0
109,54,India,2022-01-02,0
110,31,Canada,2023-07-05,0
111,40,India,2022-07-31,1
112,41,UK,2025-03-29,0
113,52,France,2024-08-31,0
114,59,Canada,2023-01-19,0
115,53,UK,2021-09-30,1
116,24,USA,2022-11-15,0
117,24,France,2024-03-18,0
118,35,UK,2021-01-10,0
119,63,UK,2021-12-08,0
120,58,UK,2021-10-29,0
121,34,India,2020-10-31,0
122,45,UK,2022-07-20,0
123,39,USA,2023-05-14,0
124,34,USA,2020-08-11,1
125,53,France,2025-01-15,0
126,18,India,2020-08-19,0
127,62,USA,2022-05-24,0
128,41,Canada,2023-02-03,0
129,45,USA,2022-03-17,0
130,41,India,2024-08-15,1
131,31,France,2021-06-16,0
132,24,UK,2021-06-18,1
133,44,Canada,2024-05-19,1
134,33,USA,2020-12-19,1
135,29,Germany,2024-06-21,0
136,65,UK,2023-06-04,1
137,44,France,2020-11-12,1
138,33,UK,2022-09-16,0
139,62,India,2021-02-12,0
140,20,Germany,2021-04-09,0
141,47,UK,2021-11-07,0
142,32,USA,2023-04-30,0
143,30,Germany,2021-09-01,0
144,22,UK,2022-09-03,0
145,50,Germany,2025-01-16,0
146,52,UK,2023-11-21,1
147,25,UK,2020-11-20,0
148,34,India,2023-03-03,0
149,45,UK,2024-04-19,1
150,38,Germany,2023-09-15,0
151,50,India,2020-10-02,0
152,54,USA,2024-07-20,0
153,63,Germany,2022-04-18,0
154,52,France,2022-08-10,1
155,65,France,2021-08-06,0
156,41,Germany,2022-11-04,0
157,60,UK,2025-01-16,0
158,60,India,2022-03-15,1
159,37,Canada,2023-04-30,0
160,44,UK,2025-02-19,0
161,36,Canada,2022-07-11,0
162,44,France,2024-10-18,1
163,61,France,2020-04-28,1
164,57,Canada,2021-09-09,0
165,53,India,2024-06-09,0
166,31,Germany,2022-12-09,1
167,56,France,2021-01-25,0
168,46,Germany,2020-07-30,0
169,50,Germany,2020-12-25,1
170,65,USA,2023-01-01,0
171,36,Canada,2021-08-12,0
172,57,UK,2021-05-23,0
173,33,France,2022-12-07,0
174,30,USA,2020-11-03,0
175,33,Germany,2020-10-26,0
176,22,Germany,2023-12-20,0
177,58,Canada,2025-02-26,0
178,62,Germany,2022-09-23,0
179,33,USA,2023-07-22,0
180,18,India,2022-11-23,1
181,32,USA,2021-05-25,1
182,62,Canada,2022-07-10,0
183,53,USA,2022-12-31,1
184,25,Germany,2021-05-16,0
185,47,France,2025-01-21,0
186,53,Canada,2020-12-17,0
187,46,Canada,2024-09-03,1
188,50,Germany,2020-06-10,1
189,53,Germany,2021-03-07,1
190,65,Germany,2024-02-28,0
191,33,France,2022-12-28,0
192,51,Germany,2024-03-01,0
193,35,Germany,2020-11-15,0
194,36,USA,2025-01-07,0
195,38,Canada,2024-04-25,0
196,27,USA,2024-06-30,0
197,27,France,2020-11-02,0
198,44,Germany,2025-02-08,0
199,47,Germany,2025-03-18,0
200,44,Germany,2021-12-18,1
201,55,France,2021-06-29,0
202,54,Germany,2023-12-14,0
203,40,UK,2020-11-25,1
204,44,Canada,2023-09-10,1
205,52,Canada,2021-04-27,1
206,49,USA,2022-03-26,0
207,49,India,2023-01-20,0
208,60,France,2021-09-29,1
209,64,USA,2022-07-14,1
210,26,Canada,2021-07-23,0
211,43,Canada,2024-04-16,0
212,19,India,2020-11-02,0
213,26,Germany,2020-07-26,0
214,34,Germany,2023-03-16,0
215,47,UK,2023-03-13,0
216,42,UK,2020-07-21,1
217,44,UK,2023-10-04,1
218,48,India,2023-09-10,1
219,21,UK,2024-12-03,0
220,22,France,2021-08-16,0
221,19,USA,2022-11-17,0
222,19,Canada,2024-06-04,0
223,26,Germany,2020-08-25,0
224,54,USA,2022-01-22,0
225,34,UK,2021-07-10,0
226,56,France,2021-03-03,1
227,28,UK,2024-06-12,0
228,19,UK,2023-08-25,0
229,42,Germany,2024-01-21,1
230,30,India,2024-09-30,0
231,58,USA,2025-02-14,0
232,37,France,2023-12-10,0
233,25,Canada,2021-02-21,1
234,40,Canada,2023-04-27,0
235,41,India,2025-01-14,0
236,39,India,2023-07-09,1
237,49,India,2023-07-11,0
238,41,France,2020-09-28,1
239,47,France,2021-06-29,0
240,29,France,2023-01-09,0
241,59,UK,2023-09-02,0
242,52,Germany,2024-08-16,0
243,64,Canada,2023-01-17,0
244,33,India,2022-09-27,0
245,46,USA,2023-09-14,1
246,54,Canada,2024-07-24,0
247,39,India,2022-03-19,0
248,38,USA,2020-10-15,0
249,40,UK,2021-02-08,0
250,56,France,2022-04-13,1
251,53,India,2023-05-25,0
252,30,India,2020-08-31,0
253,44,Germany,2022-11-03,0
254,33,France,2023-12-05,0
255,63,Germany,2022-10-21,0
256,19,India,2024-03-07,0
257,43,France,2022-09-01,0
258,60,Canada,2023-08-16,0
259,53,Canada,2021-02-27,0
260,65,Canada,2020-09-26,0
261,62,Germany,2020-09-09,0
262,34,USA,2024-01-21,0
263,30,UK,2022-02-20,0
264,52,France,2022-07-02,0
265,31,France,2024-08-05,0
266,64,Canada,2021-05-10,1
267,51,Canada,2024-02-17,0
268,24,USA,2021-04-14,0
269,41,USA,2021-02-08,0
270,63,Canada,2024-12-05,0
271,20,India,2021-01-30,0
272,62,USA,2022-09-24,0
273,49,India,2023-05-16,1
274,54,UK,2022-03-24,0
275,46,UK,2021-08-20,0
276,21,UK,2020-04-11,1
277,48,India,2021-12-05,1
278,43,Germany,2022-09-06,0
279,58,France,2024-09-15,0
280,27,Canada,2022-03-14,1
281,23,USA,2020-09-07,0
282,44,Canada,2024-10-28,0
283,57,USA,2024-01-27,1
284,42,Germany,2023-01-09,1
285,37,Canada,2020-06-03,1
286,37,Canada,2023-11-20,0
287,57,France,2023-03-17,0
288,31,France,2024-11-09,0
289,60,India,2022-02-28,0
290,29,Canada,2021-04-04,0
291,18,Germany,2020-06-21,0
292,56,Germany,2022-07-07,0
293,32,UK,2024-03-08,1
294,62,Germany,2020-12-14,0
295,32,UK,2022-05-06,1
296,58,Canada,2024-06-12,0
297,30,Germany,2022-12-31,0
298,32,France,2024-11-11,0
299,35,USA,2020-06-21,0
300,28,UK,2024-11-16,0
301,54,UK,2020-05-14,0
302,47,France,2023-11-30,0
303,43,UK,2025-03-09,0
304,49,Germany,2022-10-01,0
305,20,Germany,2020-10-04,1
306,56,UK,2020-11-05,0
307,32,France,2024-03-02,1
308,54,Canada,2020-05-10,1
309,61,UK,2022-07-13,0
310,29,Germany,2021-01-02,0
311,46,UK,2023-02-12,0
312,55,Germany,2021-11-04,0
313,49,India,2025-01-01,0
314,44,UK,2024-11-24,0
315,24,USA,2020-10-04,0
316,62,Germany,2023-10-22,0
317,43,Canada,2021-11-20,0
318,23,UK,2020-07-13,0
319,25,Germany,2022-03-28,1
320,18,France,2023-02-28,1
321,47,Germany,2020-04-21,0
322,51,UK,2023-07-01,0
323,49,France,2021-01-06,0
324,21,USA,2022-03-19,0
325,26,UK,2025-02-01,0
326,62,Germany,2020-05-30,0
327,58,Canada,2024-05-20,1
328,63,USA,2021-08-17,0
329,18,Canada,2023-08-16,0
330,32,India,2021-10-04,0
331,25,France,2022-03-11,1
332,49,France,2022-11-21,0
333,63,UK,2020-08-27,0
334,48,Germany,2025-02-23,0
335,53,USA,2024-06-05,0
336,56,Canada,2024-02-11,1
337,26,India,2024-07-21,0
338,44,UK,2020-07-22,1
339,50,UK,2022-07-29,1
340,36,France,2024-07-11,0
341,55,Canada,2023-04-05,1
342,49,USA,2022-06-08,0
343,48,UK,2025-03-23,0
344,52,Germany,2021-03-05,0
345,38,USA,2022-04-17,1
346,33,Canada,2021-01-26,0
347,44,India,2020-04-13,0
348,48,France,2021-09-11,1
349,42,Germany,2020-05-02,1
350,59,USA,2022-02-23,0
351,20,USA,2024-11-16,0
352,55,UK,2025-03-02,1
353,46,India,2025-01-28,0
354,47,India,2022-07-01,1
355,44,France,2024-11-04,1
356,22,Germany,2024-07-28,1
357,34,UK,2025-02-01,0
358,43,France,2024-03-30,0
359,39,France,2024-07-10,1
360,42,UK,2025-04-10,0
361,49,Canada,2024-02-09,0
362,22,USA,2020-05-11,0
363,36,USA,2022-10-09,1
364,45,India,2022-07-26,1
365,63,India,2024-10-03,0
366,62,UK,2020-08-10,1
367,20,UK,2022-05-09,1
368,36,UK,2023-06-18,0
369,27,USA,2021-07-11,0
370,54,France,2022-01-15,1
371,28,USA,2020-06-13,0
372,42,Canada,2021-05-15,0
373,49,Canada,2024-02-17,0
374,47,France,2021-08-21,0
375,34,France,2021-02-09,0
376,47,UK,2021-03-01,0
377,28,India,2024-04-10,0
378,40,Canada,2022-06-26,0
379,45,France,2021-12-22,0
380,37,USA,2023-04-27,1
381,48,India,2023-03-04,0
382,54,UK,2020-10-07,0
383,62,UK,2021-07-22,0
384,60,Germany,2025-04-03,0
385,54,France,2021-05-19,1
386,21,Canada,2025-04-08,1
387,36,USA,2024-08-18,0
388,40,USA,2020-07-06,0
389,57,UK,2025-03-08,0
390,64,France,2024-07-05,0
391,26,France,2022-03-07,0
392,58,France,2022-03-30,0
393,46,India,2024-04-26,0
394,64,USA,2023-06-20,0
395,36,UK,2022-07-07,1
396,29,USA,2025-04-04,0
397,52,UK,2023-03-27,0
398,35,USA,2023-01-19,0
399,48,UK,2022-05-05,1
400,39,India,2022-10-29,0
401,22,USA,2021-05-19,1
402,32,France,2022-04-10,1
403,43,Canada,2024-05-22,0
404,43,India,2020-09-23,0
405,25,Germany,2020-09-21,0
406,65,France,2024-06-08,0
407,42,France,2021-12-28,1
408,24,France,2025-02-16,0
409,19,Canada,2025-03-15,1
410,53,UK,2020-07-27,1
411,32,France,2022-09-11,0
412,47,France,2024-03-02,0
413,44,India,2024-11-22,0
414,20,UK,2020-10-06,1
415,25,India,2020-12-07,0
416,52,USA,2022-08-14,0
417,41,France,2024-01-10,1
418,62,Canada,2020-06-22,0
419,65,France,2023-10-29,0
420,44,France,2023-10-10,0
421,49,Canada,2020-09-05,0
422,35,India,2023-08-02,0
423,31,Germany,2020-04-15,0
424,33,UK,2020-04-16,0
425,61,UK,2021-11-12,0
426,59,UK,2022-09-30,0
427,35,USA,2022-05-15,1
428,47,India,2024-05-16,0
429,59,France,2025-03-17,0
430,19,India,2021-03-20,1
431,33,USA,2025-03-25,1
432,31,India,2021-11-26,1
433,53,USA,2021-04-23,0
434,32,UK,2020-06-03,1
435,56,India,2023-03-23,0
436,27,USA,2023-01-04,0
437,29,India,2022-01-30,0
438,19,USA,2020-05-20,0
439,33,Canada,2021-08-26,0
440,29,UK,2020-07-09,0
441,65,Germany,2022-07-01,0
442,65,India,2022-01-14,0
443,41,Canada,2022-04-11,0
444,46,Canada,2022-07-26,0
445,57,India,2023-04-16,1
446,60,Canada,2020-09-15,0
447,59,India,2024-05-10,0
448,48,Germany,2024-05-12,0
449,24,Germany,2023-01-31,1
450,46,India,2022-06-29,1
451,38,Canada,2023-10-10,0
452,26,UK,2023-09-08,0
453,55,Canada,2025-03-15,1
454,42,Canada,2024-09-02,0
455,47,Canada,2023-09-14,0
456,24,France,2022-10-10,0
457,59,France,2020-07-23,1
458,53,France,2021-07-25,1
459,45,Germany,2024-04-11,1
460,44,UK,2023-03-03,1
461,43,Germany,2023-01-29,1
462,38,Germany,2022-10-05,0
463,34,UK,2025-03-13,1
464,61,Germany,2021-09-05,0
465,23,India,2024-05-11,0
466,65,France,2020-12-24,0
467,26,Canada,2022-10-10,0
468,53,Canada,2020-12-07,0
469,25,Germany,2024-01-25,0
470,60,Germany,2020-09-10,1
471,64,India,2020-11-28,1
472,56,UK,2023-04-25,0
473,54,Canada,2021-01-06,0
474,60,Germany,2020-10-08,0
475,24,UK,2020-12-17,1
476,41,India,2024-04-09,1
477,54,USA,2025-01-01,1
478,53,Canada,2021-04-23,0
479,59,Canada,2023-06-12,0
480,60,France,2021-07-30,0
481,29,UK,2021-03-15,1
482,37,UK,2020-04-27,0
483,29,USA,2020-09-08,0
484,43,India,2022-08-09,0
485,58,India,2023-06-12,0
486,51,USA,2022-03-21,0
487,47,UK,2025-02-12,0
488,37,France,2021-09-13,0
489,54,Canada,2022-04-11,0
490,21,USA,2023-06-16,0
491,57,India,2023-01-23,0
492,35,Germany,2020-05-19,0
493,49,Canada,2023-03-01,0
494,35,USA,2022-02-05,1
495,25,UK,2023-06-30,0
496,36,France,2023-08-11,0
497,49,Canada,2020-09-02,0
498,20,USA,2020-10-05,0
499,56,India,2020-06-15,0
500,37,USA,2023-10-04,1
501,34,UK,2023-12-18,0
502,18,Germany,2020-05-16,1
503,29,USA,2020-07-01,0
504,63,USA,2024-09-17,0
505,60,UK,2022-03-27,0
506,65,India,2025-01-07,0
507,47,India,2024-12-05,1
508,54,Germany,2020-10-24,0
509,63,France,2020-08-17,0
510,25,Germany,2021-12-08,0
511,38,USA,2020-05-31,1
512,57,Germany,2023-05-31,1
513,41,India,2022-10-03,0
514,24,USA,2022-07-21,0
515,43,Canada,2020-08-03,0
516,37,France,2024-11-03,0
517,39,USA,2022-10-13,0
518,58,India,2024-11-27,0
519,30,UK,2024-02-11,0
520,59,USA,2023-11-21,0
521,27,UK,2024-01-14,0
522,56,USA,2020-07-04,1
523,59,India,2024-01-23,0
524,58,Germany,2022-03-09,0
525,54,Canada,2021-08-10,0
526,54,France,2022-08-10,0
527,57,UK,2022-03-04,1
528,58,UK,2020-05-28,0
529,22,Germany,2022-08-09,0
530,37,UK,2022-01-17,0
531,40,Canada,2022-03-27,0
532,47,Germany,2020-10-01,0
533,41,UK,2021-01-19,0
534,23,Canada,2022-10-31,0
535,42,Germany,2023-12-05,0
536,65,India,2021-06-28,0
537,54,France,2023-02-16,0
538,56,Germany,2025-02-26,0
539,21,Germany,2023-03-13,0
540,39,France,2022-06-23,0
541,59,USA,2021-07-25,0
542,63,Germany,2021-03-11,1
543,51,Canada,2021-04-26,0
544,41,UK,2022-12-19,1
545,42,Germany,2022-04-20,1
546,61,Canada,2025-03-11,0
547,58,France,2024-11-23,0
548,39,India,2023-06-23,0
549,42,UK,2025-04-05,0
550,60,Canada,2024-03-12,1
551,39,India,2021-06-13,0
552,27,UK,2022-12-21,0
553,59,France,2023-03-21,0
554,26,Canada,2022-08-02,1
555,23,UK,2021-08-29,0
556,59,UK,2021-02-21,1
557,60,France,2022-04-09,1
558,65,France,2021-04-16,1
559,23,France,2023-12-06,0
560,50,UK,2022-02-25,0
561,37,USA,2021-05-26,1
562,39,Germany,2022-04-20,0
563,26,USA,2020-05-04,0
564,24,Canada,2023-03-22,1
565,65,Canada,2021-05-08,0
566,39,Canada,2023-04-23,0
567,42,USA,2022-06-23,0
568,62,Canada,2020-12-22,1
569,28,France,2021-08-04,0
570,44,UK,2023-05-15,0
571,33,Germany,2021-01-02,0
572,65,Germany,2024-08-20,0
573,33,UK,2023-08-28,1
574,48,USA,2022-10-26,0
575,54,Germany,2022-03-27,0
576,36,Germany,2022-09-20,0
577,44,USA,2024-03-13,1
578,56,USA,2023-03-29,1
579,21,France,2023-08-24,0
580,41,Canada,2024-11-28,1
581,63,Canada,2021-07-28,1
582,36,India,2023-02-24,1
583,35,Germany,2023-05-23,1
584,27,Germany,2022-08-18,0
585,32,Germany,2020-12-18,1
586,19,Germany,2023-04-18,0
587,50,UK,2021-04-01,0
588,23,UK,2022-03-20,0
589,38,India,2022-05-19,1
590,59,UK,2021-03-24,1
591,26,India,2021-06-05,0
592,48,France,2021-12-12,1
593,63,Germany,2020-08-11,0
594,18,India,2024-03-20,0
595,31,USA,2024-06-03,0
596,64,Canada,2022-02-24,0
597,25,UK,2021-06-21,0
598,25,India,2022-01-07,0
599,58,Canada,2021-08-29,0
600,25,Germany,2021-12-07,0
601,19,France,2022-12-19,0
602,33,France,2023-09-01,0
603,45,India,2021-11-29,0
604,33,Canada,2020-07-15,0
605,60,France,2020-09-07,0
606,41,India,2023-12-05,1
607,52,Canada,2022-04-14,1
608,50,Canada,2023-09-05,0
609,48,India,2024-08-18,0
610,41,UK,2022-06-01,1
611,40,India,2020-11-16,0
612,64,France,2020-11-08,0
613,55,France,2024-01-04,1
614,26,India,2021-08-20,0
615,39,France,2024-01-07,0
616,61,Germany,2022-09-11,1
617,48,France,2023-12-30,0
618,26,India,2021-05-31,1
619,47,India,2020-06-17,0
620,20,USA,2021-01-12,1
621,38,UK,2021-02-23,0
622,52,Germany,2021-10-03,0
623,59,USA,2023-07-16,0
624,21,France,2023-04-03,0
625,25,UK,2025-02-11,0
626,43,France,2024-05-27,0
627,42,UK,2023-05-06,1
628,49,France,2023-03-12,0
629,51,UK,2023-06-10,1
630,64,Germany,2022-02-06,0
631,56,USA,2022-02-15,0
632,38,India,2021-03-14,0
633,60,UK,2024-10-12,0
634,56,France,2023-03-05,0
635,62,Germany,2024-10-31,0
636,20,France,2022-01-30,1
637,40,Canada,2020-11-01,1
638,35,France,2021-07-07,1
639,21,India,2023-02-24,0
640,43,UK,2021-08-30,0
641,65,France,2024-03-20,0
642,19,USA,2022-01-12,1
643,61,Germany,2022-08-09,0
644,22,USA,2024-03-29,1
645,41,UK,2022-04-30,0
646,54,India,2021-12-15,0
647,61,Germany,2023-01-05,1
648,41,Germany,2020-10-21,1
649,54,USA,2024-09-05,0
650,43,UK,2024-02-20,0
651,33,India,2022-03-03,0
652,29,Germany,2023-06-06,0
653,53,India,2023-04-02,0
654,34,France,2024-04-12,0
655,57,UK,2020-07-25,0
656,49,USA,2021-10-03,0
657,22,Germany,2021-01-07,0
658,63,Germany,2024-06-19,1
659,61,UK,2025-02-06,0
660,63,India,2020-06-14,0
661,36,UK,2022-09-22,1
662,63,France,2024-08-20,1
663,58,USA,2021-04-05,1
664,50,USA,2023-05-05,0
665,30,USA,2024-05-06,0
666,49,India,2020-05-15,0
667,54,UK,2022-07-11,0
668,53,USA,2022-12-14,0
669,23,India,2022-01-13,0
670,63,France,2023-02-19,0
671,44,Germany,2022-01-30,1
672,22,USA,2023-09-06,1
673,59,India,2022-08-19,0
674,61,Canada,2021-12-04,0
675,53,France,2021-10-17,0
676,26,Germany,2020-11-30,0
677,21,India,2022-08-16,0
678,37,USA,2022-12-03,0
679,63,USA,2022-02-05,0
680,51,UK,2022-01-17,1
681,34,USA,2022-11-06,0
682,53,UK,2024-05-30,0
683,37,Canada,2023-09-09,0
684,50,France,2022-08-14,0
685,55,USA,2020-07-05,0
686,57,France,2022-07-20,1
687,39,Canada,2024-11-09,0
688,19,India,2024-06-17,0
689,59,Canada,2024-03-10,0
690,31,Canada,2025-01-28,0
691,58,India,2023-07-01,0
692,58,Canada,2021-07-16,0
693,37,Germany,2022-11-15,0
694,61,Germany,2022-08-26,0
695,22,France,2023-04-17,0
696,46,Germany,2021-11-07,0
697,31,UK,2023-12-03,0
698,38,France,2024-07-12,0
699,40,Germany,2023-05-25,0
700,41,Canada,2021-01-07,0
701,38,USA,2020-07-07,0
702,35,Germany,2024-11-10,0
703,24,India,2025-01-08,0
704,42,Canada,2021-12-04,0
705,28,UK,2024-05-29,1
706,64,UK,2022-01-06,0
707,28,Germany,2021-12-28,1
708,47,Germany,2021-08-16,1
709,49,India,2024-06-24,0
710,43,Canada,2022-05-30,0
711,33,USA,2023-04-26,0
712,21,India,2024-10-12,0
713,56,France,2020-05-27,0
714,36,Canada,2022-02-26,0
715,24,Germany,2021-03-25,0
716,34,France,2020-12-12,0
717,43,UK,2024-11-06,0
718,21,Canada,2023-04-06,0
719,41,Canada,2022-06-27,0
720,42,Canada,2022-07-28,0
721,53,UK,2023-05-26,1
722,57,France,2024-07-25,0
723,26,India,2023-05-01,0
724,39,Canada,2022-04-02,1
725,27,USA,2022-05-29,0
726,43,Canada,2024-01-12,0
727,20,USA,2020-08-26,1
728,48,Canada,2023-10-03,0
729,56,Canada,2022-07-28,0
730,57,UK,2021-09-21,0
731,57,France,2023-02-06,1
732,55,UK,2023-02-01,0
733,50,Canada,2024-07-14,0
734,54,UK,2020-11-03,0
735,19,UK,2021-06-19,0
736,25,Germany,2020-11-24,0
737,64,France,2022-11-12,0
738,56,Germany,2024-02-15,0
739,59,Canada,2022-11-26,0
740,64,India,2022-09-08,0
741,28,Canada,2025-04-07,0
742,57,Germany,2021-11-08,0
743,61,USA,2020-07-22,0
744,62,India,2024-01-07,0
745,46,UK,2020-12-25,0
746,44,France,2022-05-09,0
747,50,Canada,2021-10-24,1
748,65,France,2022-12-08,0
749,26,Canada,2020-04-17,0
750,38,France,2021-04-12,0
751,42,UK,2024-12-13,1
752,47,Canada,2022-07-12,0
753,40,France,2021-10-06,1
754,64,France,2025-02-28,0
755,62,UK,2020-04-29,0
756,30,USA,2021-05-13,0
757,37,USA,2023-04-12,1
758,37,UK,2024-05-13,1
759,62,France,2023-06-13,0
760,48,UK,2020-06-13,0
761,64,UK,2023-07-09,0
762,54,France,2023-08-28,0
763,43,UK,2023-08-05,1
764,27,UK,2022-06-21,0
765,63,India,2024-02-16,0
766,46,France,2020-07-25,0
767,48,USA,2020-12-03,0
768,52,UK,2024-04-23,1
769,62,UK,2023-12-29,0
770,57,France,2025-04-05,0
771,33,India,2021-03-07,0
772,51,USA,2020-09-10,0
773,21,India,2024-10-07,0
774,63,Germany,2022-07-04,0
775,26,India,2025-02-13,1
776,28,Germany,2023-12-08,0
777,48,Germany,2025-02-15,0
778,36,UK,2020-12-29,0
779,21,India,2024-03-19,0
780,32,Canada,2021-09-21,1
781,20,USA,2024-10-20,0
782,29,India,2021-08-27,1
783,43,Germany,2020-11-30,0
784,65,UK,2023-09-21,1
785,18,UK,2021-12-26,0
786,24,UK,2022-12-12,0
787,59,Canada,2021-07-19,0
788,26,Canada,2025-04-01,0
789,30,India,2021-08-01,0
790,64,Germany,2023-07-11,0
791,63,USA,2021-08-14,0
792,39,UK,2021-08-24,0
793,30,USA,2024-04-03,0
794,58,Germany,2021-02-12,1
795,50,UK,2024-01-16,0
796,60,India,2023-09-24,0
797,26,Germany,2020-08-25,0
798,33,India,2020-07-12,0
799,33,Germany,2025-04-02,1
800,39,UK,2023-08-05,0
801,54,India,2023-09-08,0
802,41,France,2024-12-22,0
803,60,India,2020-05-01,0
804,28,Germany,2024-03-29,0
805,63,UK,2020-08-03,0
806,58,UK,2024-09-20,0
807,32,USA,2021-09-11,1
808,48,USA,2022-09-12,0
809,56,UK,2024-08-07,0
810,53,Germany,2024-07-10,1
811,60,USA,2022-02-06,1
812,61,Canada,2021-08-31,1
813,23,Canada,2022-07-23,0
814,63,UK,2024-05-16,0
815,54,India,2021-03-22,0
816,53,Canada,2021-01-02,0
817,52,USA,2021-08-21,0
818,51,Germany,2023-04-07,0
819,31,France,2022-12-26,0
820,23,Canada,2025-01-15,0
821,21,Germany,2020-05-19,0
822,44,Germany,2021-03-09,0
823,53,Germany,2023-10-29,0
824,37,France,2024-09-17,0
825,34,India,2020-10-21,1
826,55,India,2021-08-15,0
827,40,France,2021-06-14,0
828,21,India,2022-09-04,1
829,48,India,2021-02-25,0
830,29,USA,2023-05-09,1
831,64,France,2023-04-22,1
832,41,Germany,2025-04-02,0
833,42,Germany,2024-05-03,0
834,60,Canada,2020-09-09,0
835,40,India,2022-01-03,0
836,52,Germany,2023-03-19,0
837,64,USA,2021-08-04,1
838,19,UK,2022-02-09,0
839,64,Canada,2021-07-31,0
840,42,USA,2022-07-30,0
841,40,USA,2024-03-27,0
842,64,India,2024-11-23,0
843,60,Germany,2023-10-26,0
844,19,USA,2022-01-24,0
845,24,Canada,2021-05-18,0
846,56,France,2020-11-29,1
847,21,USA,2022-04-13,1
848,43,Germany,2020-07-06,0
849,31,India,2024-06-02,0
850,36,USA,2024-07-20,1
851,64,Canada,2025-03-19,0
852,56,France,2021-03-01,1
853,33,UK,2023-05-11,1
854,60,Canada,2023-09-29,0
855,37,UK,2023-11-02,0
856,55,France,2021-10-31,1
857,58,France,2020-09-16,0
858,49,India,2020-11-20,1
859,59,France,2021-01-31,0
860,51,UK,2021-09-06,0
861,44,USA,2024-06-01,0
862,29,Canada,2023-08-17,0
863,32,UK,2024-07-23,1
864,27,Germany,2020-12-20,1
865,53,Germany,2022-11-13,1
866,53,Canada,2025-04-09,0
867,33,UK,2021-04-05,0
868,59,India,2020-10-18,1
869,41,India,2023-02-09,0
870,30,India,2022-11-22,0
871,61,Canada,2021-09-15,0
872,22,USA,2023-02-18,1
